post_yn,cloud_software_required,database_software_required,statistic_software_required,programming_language_required,linkedin_url
yes,,,,,https://www.linkedin.com/jobs2/view/35897350?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,Python,https://www.linkedin.com/jobs2/view/34007770?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,,,https://www.linkedin.com/jobs2/view/18799302?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,,,https://www.linkedin.com/jobs2/view/18799302?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,SQL,,,https://www.linkedin.com/jobs2/view/37893127?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Hive,SQL,,,https://www.linkedin.com/jobs2/view/18771433?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/11389900?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/12026044?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,Java/Javascript,https://www.linkedin.com/jobs2/view/11726074?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/25880518?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,Python,https://www.linkedin.com/jobs2/view/25851929?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,R,Python,https://www.linkedin.com/jobs2/view/25862343?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/22643665?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/13791156?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/12407656?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/12572065?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/18760518?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,Java/Javascript,https://www.linkedin.com/jobs2/view/19098767?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,R,Python,https://www.linkedin.com/jobs2/view/19044648?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,,,Python,https://www.linkedin.com/jobs2/view/12197047?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,Python,https://www.linkedin.com/jobs2/view/25874825?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,,https://www.linkedin.com/jobs2/view/10706063?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/12540466?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/12536650?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Hive,SQL,R,Python,https://www.linkedin.com/jobs2/view/21865157?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,R,Python,https://www.linkedin.com/jobs2/view/19335632?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,,R,Python,https://www.linkedin.com/jobs2/view/26911096?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,,,Java/Javascript,https://www.linkedin.com/jobs2/view/18704441?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Hadoop,,,Python,https://www.linkedin.com/jobs2/view/13797621?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/38481040?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,R,Python,https://www.linkedin.com/jobs2/view/13116598?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/12188924?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/23546038?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/11909822?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/25812389?trk=job_view_browse_map&trk=job_view_browse_map
yes,,Teradata,SAS,,https://www.linkedin.com/jobs2/view/18730293?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SAS,Ruby,https://www.linkedin.com/jobs2/view/18760565?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/24930830?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,Python,https://www.linkedin.com/jobs2/view/12406603?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/14958499?trk=job_view_browse_map&trk=job_view_browse_map
yes,,Teradata,SAS,,https://www.linkedin.com/jobs2/view/11765006?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/14941946?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/10919539?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/32800963?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/13754481?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SPSS,,https://www.linkedin.com/jobs2/view/13794063?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,SQL,R,Python,https://www.linkedin.com/jobs2/view/14997764?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Pig,SQL,SAS,Python,https://www.linkedin.com/jobs2/view/14935818?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,,Python,https://www.linkedin.com/jobs2/view/13775002?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SPSS,Python,https://www.linkedin.com/jobs2/view/12243094?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SPSS,,https://www.linkedin.com/jobs2/view/12261424?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/13707027?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/13748589?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/18746097?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SPSS,,https://www.linkedin.com/jobs2/view/14963410?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/25828328?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/10918789?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/14999962?trk=job_view_browse_map&trk=job_view_browse_map
yes,,Oracle,,,https://www.linkedin.com/jobs2/view/25814436?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/18718043?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/19210821?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/12065234?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,C/C++/C#/Objective-C,https://www.linkedin.com/jobs2/view/12454401?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,SQL,SAS,,https://www.linkedin.com/jobs2/view/25815235?trk=job_view_browse_map&trk=job_view_browse_map
yes,,Oracle,,,https://www.linkedin.com/jobs2/view/18760611?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SPSS,Python,https://www.linkedin.com/jobs2/view/26936800?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,mySQL,,,https://www.linkedin.com/jobs2/view/26940834?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,,https://www.linkedin.com/jobs2/view/25836856?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/11729428?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,SQL,,,https://www.linkedin.com/jobs2/view/12333489?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,SQL,,,https://www.linkedin.com/jobs2/view/12482765?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/17364075?trk=job_view_browse_map&trk=job_view_browse_map
yes,NoSQL,mySQL,,,https://www.linkedin.com/jobs2/view/11704723?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/14999248?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SAS,,https://www.linkedin.com/jobs2/view/14936627?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,Python,https://www.linkedin.com/jobs2/view/11720142?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/25869800?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Hadoop,SQL,SPSS,,https://www.linkedin.com/jobs2/view/25899412?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Pig,SQL,,Ruby,https://www.linkedin.com/jobs2/view/22216837?trk=job_view_browse_map&trk=job_view_browse_map
yes,,Teradata,SAS,Python,https://www.linkedin.com/jobs2/view/13513413?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,,,https://www.linkedin.com/jobs2/view/12452857?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,,R,Python,https://www.linkedin.com/jobs2/view/12543649?trk=job_view_browse_map&trk=job_view_browse_map
yes,,Teradata,,,https://www.linkedin.com/jobs2/view/25882494?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/25873977?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,R,Python,https://www.linkedin.com/jobs2/view/25858113?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,,Java/Javascript,https://www.linkedin.com/jobs2/view/25850570?trk=job_view_browse_map&trk=job_view_browse_map
yes,,mySQL,SAS,,https://www.linkedin.com/jobs2/view/12531468?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,Ruby,https://www.linkedin.com/jobs2/view/18705784?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,Teradata,,,https://www.linkedin.com/jobs2/view/14999409?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,Java/Javascript,https://www.linkedin.com/jobs2/view/22720153?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,R,Python,https://www.linkedin.com/jobs2/view/18723436?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,Ruby,https://www.linkedin.com/jobs2/view/25817386?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,,,Java/Javascript,https://www.linkedin.com/jobs2/view/18704441?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,mySQL,,Python,https://www.linkedin.com/jobs2/view/18779358?trk=job_view_browse_map&trk=job_view_browse_map
yes,NoSQL,mySQL,R,Ruby,https://www.linkedin.com/jobs2/view/25840671?trk=job_view_browse_map&trk=job_view_browse_map
yes,,PostgreSQL,,Python,https://www.linkedin.com/jobs2/view/18458015?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,mySQL,,,https://www.linkedin.com/jobs2/view/25830712?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,,,Python,https://www.linkedin.com/jobs2/view/11359781?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,NoSQL,,SAS,C/C++/C#/Objective-C,https://www.linkedin.com/jobs2/view/12525723?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,,https://www.linkedin.com/jobs2/view/26925082?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,MapReduce/Elastic MapReduce,,R,Python,https://www.linkedin.com/jobs2/view/14954274?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,,https://www.linkedin.com/jobs2/view/24783226?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Pig,,,Java/Javascript,https://www.linkedin.com/jobs2/view/11771509?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,,R,,https://www.linkedin.com/jobs2/view/37346599?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,,,Python,https://www.linkedin.com/jobs2/view/12966884?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,MatLab,Python,https://www.linkedin.com/jobs2/view/17759905?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,,,Python,https://www.linkedin.com/jobs2/view/18807022?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/24783226?trk=job_view_browse_map&trk=job_view_browse_map
yes,,mySQL,,Python,https://www.linkedin.com/jobs2/view/13771298?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,R,Python,https://www.linkedin.com/jobs2/view/12359069?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/12440057?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hive,SQL,R,Python,https://www.linkedin.com/jobs2/view/14913416?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/25871192?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,,https://www.linkedin.com/jobs2/view/25871572?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,,Python,https://www.linkedin.com/jobs2/view/25872526?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,,Python,https://www.linkedin.com/jobs2/view/11360839?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/26952040?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,mySQL,,HTML/HTML5,https://www.linkedin.com/jobs2/view/12585037?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/13727713?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,Python,https://www.linkedin.com/jobs2/view/11963154?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,R,Python,https://www.linkedin.com/jobs2/view/21954460?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/12368074?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,R,Ruby,https://www.linkedin.com/jobs2/view/11330082?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,R,Python,https://www.linkedin.com/jobs2/view/16929668?trk=job_view_browse_map&trk=job_view_browse_map
yes,NoSQL,mySQL,R,Python,https://www.linkedin.com/jobs2/view/25838718?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,SPSS,Ruby,https://www.linkedin.com/jobs2/view/14920593?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,,https://www.linkedin.com/jobs2/view/18714821?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SPSS,Python,https://www.linkedin.com/jobs2/view/25835018?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,R,Python,https://www.linkedin.com/jobs2/view/12244005?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SPSS,Python,https://www.linkedin.com/jobs2/view/12314084?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,R,,https://www.linkedin.com/jobs2/view/11336424?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,SQL,SAS,Python,https://www.linkedin.com/jobs2/view/19282057?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SAS,,https://www.linkedin.com/jobs2/view/17200093?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hive,SQL,SAS,,https://www.linkedin.com/jobs2/view/17372557?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SPSS,Python,https://www.linkedin.com/jobs2/view/12316020?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,R,Python,https://www.linkedin.com/jobs2/view/18659883?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SPSS,Python,https://www.linkedin.com/jobs2/view/12213544?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hive,SQL,SAS,,https://www.linkedin.com/jobs2/view/23912939?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,SAS,Python,https://www.linkedin.com/jobs2/view/23108316?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SPSS,Java/Javascript,https://www.linkedin.com/jobs2/view/12244008?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,SQL,R,Python,https://www.linkedin.com/jobs2/view/22021056?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,R,Python,https://www.linkedin.com/jobs2/view/17198269?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SPSS,,https://www.linkedin.com/jobs2/view/19125535?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SPSS,Python,https://www.linkedin.com/jobs2/view/12362124?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,,Java/Javascript,https://www.linkedin.com/jobs2/view/17199881?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hive,SQL,R,Java/Javascript,https://www.linkedin.com/jobs2/view/24498447?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,,,Ruby,https://www.linkedin.com/jobs2/view/11359781?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hive,SQL,R,Python,https://www.linkedin.com/jobs2/view/12103692?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hive,SQL,SPSS,Python,https://www.linkedin.com/jobs2/view/21954459?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hive,SQL,STATA,Python,https://www.linkedin.com/jobs2/view/18806042?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,SPSS,Python,https://www.linkedin.com/jobs2/view/25877371?trk=job_view_browse_map&trk=job_view_browse_map
yes,NoSQL,SQL,SPSS,Python,https://www.linkedin.com/jobs2/view/25848936?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SAS,Python,https://www.linkedin.com/jobs2/view/12449972?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,MapReduce/Elastic MapReduce,SQL,R,Python,https://www.linkedin.com/jobs2/view/38478987?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,,SAS,Python,https://www.linkedin.com/jobs2/view/26901758?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,,R,Python,https://www.linkedin.com/jobs2/view/14974268?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hive,,,Java/Javascript,https://www.linkedin.com/jobs2/view/13725756?trk=job_view_browse_map&trk=job_view_browse_map
yes,NoSQL,,R,Python,https://www.linkedin.com/jobs2/view/39011335?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420831058409%2CVSRPtargetId%3A39011335%2CVSRPcmpt%3Aprimary
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/39011306?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420831058409%2CVSRPtargetId%3A39011306%2CVSRPcmpt%3Aprimary
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/39011302?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420831058409%2CVSRPtargetId%3A39011302%2CVSRPcmpt%3Aprimary
yes,,,,,https://www.linkedin.com/jobs2/view/39010577?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420831058409%2CVSRPtargetId%3A39010577%2CVSRPcmpt%3Aprimary
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/39010399?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420831058409%2CVSRPtargetId%3A39010399%2CVSRPcmpt%3Aprimary
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/39010394?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420831058409%2CVSRPtargetId%3A39010394%2CVSRPcmpt%3Aprimary
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/39009717?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420831086346%2CVSRPtargetId%3A39009717%2CVSRPcmpt%3Aprimary
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/39008682?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420831086346%2CVSRPtargetId%3A39008682%2CVSRPcmpt%3Aprimary
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/39008680?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420831086346%2CVSRPtargetId%3A39008680%2CVSRPcmpt%3Aprimary
yes,,,,Java/Javascript,https://www.linkedin.com/jobs2/view/26973511?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420831131032%2CVSRPtargetId%3A26973511%2CVSRPcmpt%3Aprimary
yes,Pig,SQL,,,https://www.linkedin.com/jobs2/view/26971028?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420831152988%2CVSRPtargetId%3A26971028%2CVSRPcmpt%3Aprimary
yes,Pig,SQL,SPSS,Python,https://www.linkedin.com/jobs2/view/25884513?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420734911710%2CVSRPtargetId%3A25884513%2CVSRPcmpt%3Aprimary
yes,NoSQL,SQL,SAS,Python,https://www.linkedin.com/jobs2/view/26900269?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420734911710%2CVSRPtargetId%3A26900269%2CVSRPcmpt%3Aprimary
yes,Pig,,R,Python,https://www.linkedin.com/jobs2/view/12161056?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SPSS,Python,https://www.linkedin.com/jobs2/view/15869674?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,R,Python,https://www.linkedin.com/jobs2/view/14991974?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SAS,,https://www.linkedin.com/jobs2/view/25801988?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,SQL,R,Python,https://www.linkedin.com/jobs2/view/13775167?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,,SQL,SPSS,,https://www.linkedin.com/jobs2/view/31948615?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,Java/Javascript,https://www.linkedin.com/jobs2/view/17672433?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,R,Python,https://www.linkedin.com/jobs2/view/18711832?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,,R,Python,https://www.linkedin.com/jobs2/view/13771869?trk=job_view_browse_map&trk=job_view_browse_map
yes,,Teradata,,HTML/HTML5,https://www.linkedin.com/jobs2/view/12585037?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,,,https://www.linkedin.com/jobs2/view/18734005?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hive,SQL,STATA,Python,https://www.linkedin.com/jobs2/view/21954459?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,R,Python,https://www.linkedin.com/jobs2/view/39049880?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420830136403%2CVSRPtargetId%3A39049880%2CVSRPcmpt%3Aprimary
yes,Hive,SQL,SPSS,,https://www.linkedin.com/jobs2/view/12536650?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,Pig,,,,https://www.linkedin.com/jobs2/view/26921348?trk=job_view_browse_map&trk=job_view_browse_map
yes,Hadoop,SQL,SAS,Python,https://www.linkedin.com/jobs2/view/38267683?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420734911710%2CVSRPtargetId%3A38267683%2CVSRPcmpt%3Aprimary
yes,NoSQL,Teradata,SAS,Ruby,https://www.linkedin.com/jobs2/view/18745782?trk=job_view_browse_map&trk=job_view_browse_map
yes,NoSQL,,SAS,,https://www.linkedin.com/jobs2/view/14969554?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,SPSS,Java/Javascript,https://www.linkedin.com/jobs2/view/11726074?trk=job_view_browse_map&trk=job_view_browse_map
yes,,SQL,SAS,Python,https://www.linkedin.com/jobs2/view/26900269?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420734911710%2CVSRPtargetId%3A26900269%2CVSRPcmpt%3Aprimary
yes,,,,,https://www.linkedin.com/jobs2/view/10919992?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,,R,,https://www.linkedin.com/jobs2/view/14910373?trk=job_view_browse_map&trk=job_view_browse_map
yes,,,,Python,https://www.linkedin.com/jobs2/view/13736999?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420735596968%2CVSRPtargetId%3A13736999%2CVSRPcmpt%3Aprimary
yes,,,,Python,https://www.linkedin.com/jobs2/view/39020775?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420830756269%2CVSRPtargetId%3A39020775%2CVSRPcmpt%3Aprimary
yes,,SQL,,Python,https://www.linkedin.com/jobs2/view/12546190?trk=job_view_browse_map&trk=job_view_browse_map
yes,,mySQL,SAS,Python,https://www.linkedin.com/jobs2/view/12584606?trk=job_view_browse_map&trk=job_view_browse_map
yes,MapReduce/Elastic MapReduce,,SAS,,https://www.linkedin.com/jobs2/view/14936690?trk=job_view_browse_map&trk=job_view_browse_map
yes,,Teradata,R,,https://www.linkedin.com/jobs2/view/25814237?trk=job_view_browse_map&trk=job_view_browse_map
yes,Pig,mySQL,SAS,C/C++/C#/Objective-C,https://www.linkedin.com/jobs2/view/18494958?trk=job_view_browse_map&trk=job_view_browse_map
yes,,Teradata,SAS,,https://www.linkedin.com/jobs2/view/39010577?trk=vsrp_jobs_res_name&trkInfo=VSRPsearchId%3A2481085421420831058409%2CVSRPtargetId%3A39010577%2CVSRPcmpt%3Aprimary
yes,Pig,SQL,R,Python,https://www.linkedin.com/jobs2/view/12525723?trk=job_view_browse_map_backfill&trk=job_view_browse_map_backfill
yes,NoSQL,SQL,R,C/C++/C#/Objective-C,https://www.linkedin.com/jobs2/view/11099031?trk=job_view_browse_map&trk=job_view_browse_map
